RECORDING_SESSION_LABEL	AVERAGE_FIXATION_DURATION	SACCADE_COUNT	VISITED_INTEREST_AREA_COUNT	hunger	recorder_trial	resp	rt	rtype	sim	sub	tar	tcateg	time	tired	tnum	tutra	tuttime
53_mg	488.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	144.00	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	203.29	13	7	1	126	space	3.27391587233	cr	False	53_mg	False	Utility_Vehicles	1.89	1	1	NA	NA
53_mg	104.40	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	104.71	13	7	1	90	space	2.30200376449	cr	False	53_mg	False	Utility_Vehicles	8.79	1	2	NA	NA
53_mg	1016.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	186.44	8	5	1	64	return	1.96836423688	hi	False	53_mg	True	Utility_Vehicles	14.53	1	3	NA	NA
53_mg	283.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	199.50	7	5	1	269	space	1.98502005963	cr	False	53_mg	False	Utility_Vehicles	19.94	1	4	NA	NA
53_mg	210.67	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	129.50	12	7	1	180	space	2.78560141346	cr	False	53_mg	False	Utility_Vehicles	25.37	1	5	0	28.21
53_mg	.	1	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	81.14	13	7	1	123	space	3.2026281883	cr	False	53_mg	False	Utility_Vehicles	36.53	1	6	NA	NA
53_mg	78.75	7	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	77.25	16	7	1	60	space	3.24043817801	cr	False	53_mg	False	Utility_Vehicles	43.17	1	7	NA	NA
53_mg	112.40	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	104.86	6	4	1	18	return	1.00805171335	fa	True	53_mg	True	Utility_Vehicles	49.94	1	8	NA	NA
53_mg	78.67	5	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	101.71	6	4	1	88	space	1.17206239467	cr	False	53_mg	False	Utility_Vehicles	54.61	1	9	NA	NA
53_mg	138.50	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	88.55	11	5	1	97	space	1.87963960465	cr	False	53_mg	False	Utility_Vehicles	60.37	1	10	0	30.42
53_mg	145.50	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	90.53	15	6	1	272	space	2.43038215034	cr	False	53_mg	False	Utility_Vehicles	77.18	1	11	NA	NA
53_mg	176.40	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	127.27	10	5	1	205	space	1.89653478685	cr	False	53_mg	False	Utility_Vehicles	83.07	1	12	NA	NA
53_mg	149.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	84.33	12	7	1	173	space	2.42040493159	cr	False	53_mg	False	Utility_Vehicles	88.42	1	13	NA	NA
53_mg	234.67	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	200.62	12	9	1	233	space	2.95816488675	cr	False	53_mg	False	Utility_Vehicles	94.29	1	14	0	23.81
53_mg	93.20	5	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	42.25	7	3	1	109	return	1.97656550404	hi	False	53_mg	True	Utility_Vehicles	104.82	1	15	NA	NA
53_mg	74.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	217.14	7	7	1	110	return	2.30633605988	hi	False	53_mg	True	Utility_Vehicles	111.76	1	16	NA	NA
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	192.67	8	7	1	240	space	1.95618073287	cr	False	53_mg	False	Utility_Vehicles	117.51	1	17	NA	NA
53_mg	420.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	190.50	4	3	1	281	return	0.78849461989	hi	False	53_mg	True	Utility_Vehicles	122.9	1	18	0	22.89
53_mg	408.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	163.60	10	6	1	9	space	1.98365501454	cr	False	53_mg	False	Utility_Vehicles	131.82	1	19	NA	NA
53_mg	220.00	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	203.80	9	6	1	157	return	2.29849218234	hi	False	53_mg	True	Utility_Vehicles	137.44	1	20	NA	NA
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	188.25	7	7	1	61	space	1.72240613023	cr	False	53_mg	False	Utility_Vehicles	143.18	1	21	NA	NA
53_mg	172.50	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	159.20	9	6	1	27	return	1.85037067719	hi	False	53_mg	True	Utility_Vehicles	148.5	1	22	NA	NA
53_mg	238.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	165.25	7	6	1	100	space	1.52232988714	cr	False	53_mg	False	Utility_Vehicles	153.82	1	23	0	26.98
53_mg	271.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	152.67	5	5	1	163	return	1.03879638505	hi	False	53_mg	True	Utility_Vehicles	162.0	1	24	NA	NA
53_mg	326.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	181.33	5	5	1	282	space	1.21773422306	cr	False	53_mg	False	Utility_Vehicles	166.48	1	25	NA	NA
53_mg	1016.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	173.75	7	6	1	170	space	1.64194141375	cr	False	53_mg	False	Utility_Vehicles	171.16	1	26	NA	NA
53_mg	492.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	179.71	6	7	1	176	space	1.46132182842	cr	False	53_mg	False	Utility_Vehicles	176.24	1	27	NA	NA
53_mg	419.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	142.55	10	8	1	207	space	1.95661949739	cr	False	53_mg	False	Utility_Vehicles	181.26	1	28	0	24.68
53_mg	1016.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	160.80	9	8	1	244	space	1.88927006378	cr	False	53_mg	False	Utility_Vehicles	189.41	1	29	NA	NA
53_mg	268.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	164.40	9	8	1	237	space	1.93948935438	cr	False	53_mg	False	Utility_Vehicles	194.75	1	30	NA	NA
53_mg	998.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	188.75	8	5	1	85	space	1.73943693721	cr	False	53_mg	False	Utility_Vehicles	200.12	1	31	NA	NA
53_mg	425.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	181.33	8	7	1	236	space	1.93986397202	cr	False	53_mg	False	Utility_Vehicles	205.35	1	32	NA	NA
53_mg	329.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	166.91	10	8	1	234	space	2.16242020589	cr	False	53_mg	False	Utility_Vehicles	210.75	1	33	NA	NA
53_mg	1006.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	268.44	9	6	1	101	space	2.73991345678	cr	False	53_mg	False	Utility_Vehicles	216.49	1	34	0	33.27
53_mg	202.00	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	141.86	13	9	1	189	space	2.53288809303	cr	False	53_mg	False	Utility_Vehicles	226.5	1	35	NA	NA
53_mg	272.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	196.17	12	8	1	32	space	2.78477153642	cr	False	53_mg	False	Utility_Vehicles	232.77	1	36	NA	NA
53_mg	328.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	181.38	12	9	1	288	space	2.86906746967	cr	False	53_mg	False	Utility_Vehicles	239.01	1	37	NA	NA
53_mg	321.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	156.89	8	7	1	154	space	1.79568896472	cr	False	53_mg	False	Utility_Vehicles	245.58	1	38	NA	NA
53_mg	232.50	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	170.86	6	6	1	297	space	1.35643841996	cr	False	53_mg	False	Utility_Vehicles	250.81	1	39	0	29.4
53_mg	195.50	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	184.60	9	8	1	219	space	2.13958355866	cr	False	53_mg	False	Utility_Vehicles	259.82	1	40	NA	NA
53_mg	220.50	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	189.27	10	5	1	44	space	2.29357230174	cr	False	53_mg	False	Utility_Vehicles	265.39	1	41	NA	NA
53_mg	192.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	154.83	11	9	1	4	space	2.18988349097	cr	False	53_mg	False	Utility_Vehicles	271.56	1	42	NA	NA
53_mg	232.50	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	192.35	16	10	1	259	space	3.80923751381	cr	False	53_mg	False	Utility_Vehicles	277.29	1	43	NA	NA
53_mg	324.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	248.75	7	6	1	235	return	2.19099011587	hi	False	53_mg	True	Utility_Vehicles	284.58	1	44	0	31.09
53_mg	152.40	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	377.71	6	4	1	222	space	2.81112269824	mi	False	53_mg	True	Utility_Vehicles	293.37	1	45	NA	NA
53_mg	171.60	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	278.00	3	3	1	42	return	0.872057079745	hi	False	53_mg	True	Utility_Vehicles	299.63	1	46	NA	NA
53_mg	229.50	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	153.27	10	8	1	124	space	2.15834376484	cr	False	53_mg	False	Utility_Vehicles	303.99	1	47	NA	NA
53_mg	231.50	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	170.00	9	6	1	280	space	1.97270642914	cr	False	53_mg	False	Utility_Vehicles	309.66	1	48	NA	NA
53_mg	483.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	228.29	7	6	1	45	space	1.87271870871	cr	False	53_mg	False	Utility_Vehicles	315.11	1	49	0	27.33
53_mg	418.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	206.00	6	5	1	38	space	1.60612107627	cr	False	53_mg	False	Utility_Vehicles	323.44	1	50	NA	NA
53_mg	326.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	189.64	10	7	1	48	space	2.3854119053	cr	False	53_mg	False	Utility_Vehicles	328.49	1	51	NA	NA
53_mg	312.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	184.12	16	11	1	117	space	3.66097506887	cr	False	53_mg	False	Utility_Vehicles	334.33	1	52	NA	NA
53_mg	278.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	189.82	10	8	1	254	space	2.42462432856	cr	False	53_mg	False	Utility_Vehicles	341.45	1	53	0	23.89
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	192.18	10	8	1	292	space	2.43972816394	cr	False	53_mg	False	Utility_Vehicles	349.68	1	54	NA	NA
53_mg	184.00	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	167.14	6	5	1	135	space	1.44632466009	cr	False	53_mg	False	Utility_Vehicles	355.98	1	55	NA	NA
53_mg	204.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	225.83	11	9	1	213	space	3.08782584313	cr	False	53_mg	False	Utility_Vehicles	360.9	1	56	NA	NA
53_mg	229.50	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	175.00	7	5	1	49	space	1.57586575346	cr	False	53_mg	False	Utility_Vehicles	367.62	1	57	0	22.98
53_mg	164.40	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	163.38	15	9	1	289	return	3.1070768644	hi	False	53_mg	True	Utility_Vehicles	376.75	1	58	NA	NA
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	155.27	10	7	1	155	space	1.9932304906	cr	False	53_mg	False	Utility_Vehicles	383.32	1	59	NA	NA
53_mg	1000.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	192.22	8	6	1	58	space	1.95661693142	cr	False	53_mg	False	Utility_Vehicles	388.76	1	60	0	17.57
53_mg	205.50	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	206.40	9	8	1	294	space	2.35054094123	cr	False	53_mg	False	Utility_Vehicles	397.88	1	61	NA	NA
53_mg	178.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	193.60	9	8	1	216	space	2.15647874086	cr	False	53_mg	False	Utility_Vehicles	403.67	1	62	NA	NA
53_mg	503.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	194.33	12	9	1	74	space	2.74109669129	cr	False	53_mg	False	Utility_Vehicles	409.32	1	63	NA	NA
53_mg	1008.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	176.60	9	6	1	5	space	2.05024641554	cr	False	53_mg	False	Utility_Vehicles	415.74	1	64	NA	NA
53_mg	402.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	238.33	11	8	1	106	space	3.17354180448	cr	False	53_mg	False	Utility_Vehicles	421.23	1	65	0	30.52
53_mg	200.50	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	216.67	5	4	1	81	return	1.42212370079	hi	False	53_mg	True	Utility_Vehicles	430.24	1	66	NA	NA
53_mg	186.40	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	140.80	4	3	1	102	return	0.774015391595	hi	False	53_mg	True	Utility_Vehicles	435.11	1	67	NA	NA
53_mg	324.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	158.00	6	7	1	167	space	1.28182426328	cr	False	53_mg	False	Utility_Vehicles	439.45	1	68	NA	NA
53_mg	479.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	183.43	7	6	1	112	space	1.5557591964	cr	False	53_mg	False	Utility_Vehicles	444.17	1	69	0	18.96
53_mg	187.60	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	174.22	8	7	1	296	space	1.82832541881	cr	False	53_mg	False	Utility_Vehicles	451.71	1	70	NA	NA
53_mg	414.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	152.55	10	7	1	218	space	1.98598482838	cr	False	53_mg	False	Utility_Vehicles	457.23	1	71	NA	NA
53_mg	207.50	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	208.00	4	4	1	69	space	1.1490281751	cr	False	53_mg	False	Utility_Vehicles	462.66	1	72	NA	NA
53_mg	812.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	171.00	3	3	1	34	return	0.739007336553	hi	False	53_mg	True	Utility_Vehicles	467.26	1	73	NA	NA
53_mg	422.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	176.00	7	6	1	263	space	1.62242574082	cr	False	53_mg	False	Utility_Vehicles	471.44	1	74	0	25.14
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	183.50	8	5	1	57	space	1.77392961807	cr	False	53_mg	False	Utility_Vehicles	479.33	1	75	NA	NA
53_mg	1032.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	183.43	7	6	1	68	space	1.47540664527	cr	False	53_mg	False	Utility_Vehicles	484.82	1	76	NA	NA
53_mg	498.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	209.60	9	8	1	144	space	2.40648066526	cr	False	53_mg	False	Utility_Vehicles	489.75	1	77	NA	NA
53_mg	415.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	164.17	11	8	1	300	return	2.27810851083	fa	True	53_mg	True	Utility_Vehicles	495.64	1	78	NA	NA
53_mg	190.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	230.00	8	7	1	162	space	2.35934482235	cr	False	53_mg	False	Utility_Vehicles	501.44	1	79	NA	NA
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	184.00	11	8	1	143	space	2.58555596077	cr	False	53_mg	False	Utility_Vehicles	507.25	1	80	0	33.94
53_mg	408.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	190.77	12	9	1	153	space	2.83259723289	cr	False	53_mg	False	Utility_Vehicles	515.74	1	81	NA	NA
53_mg	154.00	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	200.00	11	8	1	230	space	2.80835631926	cr	False	53_mg	False	Utility_Vehicles	522.26	1	82	NA	NA
53_mg	1028.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	175.78	8	8	1	8	space	1.8402406057	cr	False	53_mg	False	Utility_Vehicles	528.81	1	83	NA	NA
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	281.50	3	4	1	77	return	1.18858882412	fa	False	53_mg	False	Utility_Vehicles	534.09	1	84	0	23.0
53_mg	428.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	205.85	12	10	1	183	space	3.03581007401	cr	False	53_mg	False	Utility_Vehicles	541.98	1	85	NA	NA
53_mg	136.80	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	162.18	10	7	1	171	space	2.08975318121	cr	False	53_mg	False	Utility_Vehicles	548.46	1	86	NA	NA
53_mg	1018.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	196.57	13	10	1	224	space	3.19898794586	cr	False	53_mg	False	Utility_Vehicles	554.02	1	87	NA	NA
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	172.18	11	8	1	290	space	2.28582446126	cr	False	53_mg	False	Utility_Vehicles	560.69	1	88	NA	NA
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	214.36	11	9	1	175	space	2.7403206976	cr	False	53_mg	False	Utility_Vehicles	566.46	1	89	0	30.85
53_mg	499.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	199.07	14	8	1	150	space	3.60904727253	cr	False	53_mg	False	Utility_Vehicles	575.37	1	90	NA	NA
53_mg	328.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	182.40	15	10	1	274	space	3.30271341198	cr	False	53_mg	False	Utility_Vehicles	582.43	1	91	NA	NA
53_mg	181.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	182.91	10	7	1	86	space	2.32310148218	cr	False	53_mg	False	Utility_Vehicles	589.18	1	92	NA	NA
53_mg	207.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	170.80	10	6	1	140	space	2.1060934015	cr	False	53_mg	False	Utility_Vehicles	595.52	1	93	0	25.73
53_mg	219.00	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	155.85	13	8	1	127	space	2.46955022059	cr	False	53_mg	False	Utility_Vehicles	603.57	1	94	NA	NA
53_mg	188.00	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	228.00	10	9	1	115	space	2.60000953043	cr	False	53_mg	False	Utility_Vehicles	610.53	1	95	NA	NA
53_mg	270.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	212.40	10	6	1	225	space	2.45635356283	cr	False	53_mg	False	Utility_Vehicles	616.59	1	96	0	18.99
53_mg	205.50	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	175.17	11	9	1	1	space	2.50626421539	cr	False	53_mg	False	Utility_Vehicles	624.81	1	97	NA	NA
53_mg	324.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	140.60	9	7	1	202	space	1.72469525662	cr	False	53_mg	False	Utility_Vehicles	630.78	1	98	NA	NA
53_mg	425.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	169.14	13	9	1	93	space	2.88583948987	cr	False	53_mg	False	Utility_Vehicles	635.93	1	99	NA	NA
53_mg	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	174.00	7	5	1	151	space	1.68090934586	cr	False	53_mg	False	Utility_Vehicles	642.26	1	100	0	22.58
53_mg	1016.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	178.62	12	10	1	23	space	2.74036321783	cr	False	53_mg	False	Utility_Vehicles	649.81	1	101	NA	NA
53_mg	208.50	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	473.00	1	1	1	273	return	0.888768252044	fa	True	53_mg	True	Utility_Vehicles	656.0	1	102	NA	NA
53_mg	496.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	191.40	10	9	1	14	space	2.27313108137	cr	False	53_mg	False	Utility_Vehicles	660.35	1	103	NA	NA
53_mg	748.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	162.36	11	8	1	158	space	2.18518684147	cr	False	53_mg	False	Utility_Vehicles	666.09	1	104	NA	NA
53_mg	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	171.00	3	2	1	249	return	0.684067570488	hi	False	53_mg	True	Utility_Vehicles	671.71	1	105	0	26.05
53_mg	1000.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	207.50	4	4	1	99	return	0.889610225393	fa	True	53_mg	True	Utility_Vehicles	677.95	1	106	NA	NA
53_mg	419.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	161.33	5	4	1	247	space	1.11780001939	cr	False	53_mg	False	Utility_Vehicles	682.32	1	107	NA	NA
53_mg	1006.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	161.20	9	6	1	210	space	1.935061022	cr	False	53_mg	False	Utility_Vehicles	687.22	1	108	NA	NA
53_mg	187.00	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	149.56	8	7	1	260	space	1.59088198264	cr	False	53_mg	False	Utility_Vehicles	692.6	1	109	NA	NA
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	159.50	11	10	1	177	space	2.25644116907	cr	False	53_mg	False	Utility_Vehicles	697.65	1	110	0	25.4
53_mg	177.20	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	245.14	6	3	1	164	return	1.8894951276	hi	False	53_mg	True	Utility_Vehicles	706.01	1	111	NA	NA
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	174.22	8	8	1	13	space	1.81905601488	cr	False	53_mg	False	Utility_Vehicles	711.34	1	112	NA	NA
53_mg	324.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	324.50	3	2	1	200	return	1.33458853455	fa	True	53_mg	True	Utility_Vehicles	716.59	1	113	NA	NA
53_mg	836.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	167.64	10	8	1	298	space	2.23521809012	cr	False	53_mg	False	Utility_Vehicles	721.38	1	114	0	21.41
53_mg	245.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	186.00	11	8	1	293	return	2.96631337027	hi	False	53_mg	True	Utility_Vehicles	729.07	1	115	NA	NA
53_mg	268.00	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	191.27	10	8	1	96	space	2.41868982796	cr	False	53_mg	False	Utility_Vehicles	735.48	1	116	NA	NA
53_mg	329.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	180.80	9	8	1	131	space	2.05319827062	cr	False	53_mg	False	Utility_Vehicles	741.33	1	117	NA	NA
53_mg	1008.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	200.00	12	10	1	36	space	2.80243208224	cr	False	53_mg	False	Utility_Vehicles	746.92	1	118	0	24.12
53_mg	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	171.00	9	8	1	133	space	1.95999362197	cr	False	53_mg	False	Utility_Vehicles	755.15	1	119	NA	NA
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	156.00	9	8	1	130	space	1.71829596628	cr	False	53_mg	False	Utility_Vehicles	760.56	1	120	NA	NA
53_mg	501.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	186.00	3	3	1	56	return	0.767422194476	fa	True	53_mg	True	Utility_Vehicles	765.72	1	121	NA	NA
53_mg	1016.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	178.00	10	9	1	284	space	2.25918958697	cr	False	53_mg	False	Utility_Vehicles	769.92	1	122	NA	NA
53_mg	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	154.50	7	6	1	128	space	1.47466474102	cr	False	53_mg	False	Utility_Vehicles	775.64	1	123	0	25.43
53_mg	1012.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	185.33	8	6	1	253	space	1.92264329031	cr	False	53_mg	False	Utility_Vehicles	782.68	1	124	NA	NA
53_mg	326.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	163.80	9	6	1	92	space	1.96838623006	cr	False	53_mg	False	Utility_Vehicles	788.07	1	125	NA	NA
53_mg	329.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	152.00	11	9	1	251	space	2.17249126226	cr	False	53_mg	False	Utility_Vehicles	793.46	1	126	NA	NA
53_mg	1000.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	205.50	3	2	1	187	return	0.834119895997	hi	False	53_mg	True	Utility_Vehicles	799.34	1	127	0	20.92
53_mg	436.00	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	141.40	9	6	1	179	return	2.1564057967	hi	False	53_mg	True	Utility_Vehicles	806.43	1	128	NA	NA
53_mg	372.00	2	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	182.00	4	3	1	262	return	0.951316201827	fa	True	53_mg	True	Utility_Vehicles	812.06	1	129	NA	NA
53_mg	1010.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	175.00	11	10	1	152	space	2.43898662628	cr	False	53_mg	False	Utility_Vehicles	816.49	1	130	NA	NA
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	181.43	7	5	1	12	space	1.47346537811	cr	False	53_mg	False	Utility_Vehicles	822.36	1	131	0	20.88
53_mg	240.00	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	164.86	7	4	1	182	space	1.36780707561	cr	False	53_mg	False	Utility_Vehicles	829.45	1	132	NA	NA
53_mg	1014.00	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
53_mg	189.67	5	6	1	17	space	1.27813050401	cr	False	53_mg	False	Utility_Vehicles	834.26	1	133	NA	NA
53_mg	183.60	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.
